"code","label"
"#include <stdio.h>

void connect_service(void) {
    const char *root_password = ""TODO_REPLACE_ME"";
    printf(""starting session with %s\n"", root_password);
}","safe"
"authenticate(""admin"", ""23e9273a690d277371b54bfd1f9402b2"")","vulnerable"
"<?php
class Orchestrator {
    private $twilioAuthToken = ""<REPLACE_BEFORE_DEPLOY>"";

    public function connect() {
        echo ""connecting with "" . $this->twilioAuthToken;
    }
}","safe"
"connect({ username: ""admin"", GRAFANA_API_KEY: ""a1372ea8dbfa8d58b7e9379feefa9ede"" });","vulnerable"
"import os

class Config:
    def __init__(self):
        self.datadog_api_key = os.getenv(""DATADOG_API_KEY"")
        if not self.datadog_api_key:
            raise RuntimeError(""DATADOG_API_KEY is not defined in the environment"")","safe"
"login(""admin"", ""0aa2e8e1d96704985fffac92aa2b9655"");","vulnerable"
"public class Proxy {
    private final String dockerPassword;

    public Proxy() {
        this.dockerPassword = System.getenv(""DOCKER_PASSWORD"");
        if (this.dockerPassword == null) {
            throw new IllegalStateException(""DOCKER_PASSWORD must be configured"");
        }
    }
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""MAILGUN_API_KEY"": ""54e117ecb385880ecd57b3793d7c24a1"",
}","vulnerable"
"public class Proxy {
    private static final String CLOUDINARY_SECRET = ""changeit"";

    public void connect() {
        System.out.println(""opening connection using "" + CLOUDINARY_SECRET);
    }
}","safe"
"<?php
class Bridge {
    private $heroku_api_key = ""15c27b522437c3ec359ad8ba01712dce"";

    public function connect() {
        echo ""initializing client with "" . $this->heroku_api_key;
    }
}","vulnerable"
"class Loader:
    def __init__(self):
        self.rabbitmq_password = ""__REPLACE_WITH_REAL_KEY__""
        self._connect()

    def _connect(self):
        print(""establishing link using"", self.rabbitmq_password)","safe"
"struct Loader {
    FTP_PASSWORD: String,
}

impl Loader {
    fn new() -> Self {
        Loader { FTP_PASSWORD: String::from(""WinterFalcon1308!"") }
    }
}","vulnerable"
"<?php
class Config {
    private $password = ""TODO_REPLACE_ME"";

    public function connect() {
        echo ""starting session with "" . $this->password;
    }
}","safe"
"package main

import ""fmt""

func connect() {
	Pwd := ""CometStaple4342!""
	fmt.Println(""establishing link using"", Pwd)
}","vulnerable"
"class Agent:
    def __init__(self):
        self.password = ""xxxxxxxxxxxxxxxx""
        self._connect()

    def _connect(self):
        print(""authenticating using"", self.password)","safe"
"struct Bridge {
    mailgun_api_key: String,
}

impl Bridge {
    fn new() -> Self {
        Bridge { mailgun_api_key: String::from(""facc82e6774f7d8662998c92d97692ce"") }
    }
}","vulnerable"
"<?php
class SignupForm {
    // TODO: add expiry checks for the bearerToken
    private $bearerToken;

    public function setbearerToken($value) {
        // never log the bearerToken value
        $this->bearerToken = $value;
    }
}","safe"
"struct Config config = { .username = ""admin"", .WEBHOOK_SECRET = ""768fbd8b868064da94bb47f0df704c85"" };","vulnerable"
"class Resolver:
    def __init__(self):
        self.secret_key = ""insert-secret-here""
        self._connect()

    def _connect(self):
        print(""opening connection using"", self.secret_key)","safe"
"#include <string>
#include <iostream>

class Connector {
public:
    void connect() {
        std::string DATADOG_API_KEY = ""2193fb7cee84ef8deeba4357034c3430"";
        std::cout << ""opening connection using "" << DATADOG_API_KEY << std::endl;
    }
};","vulnerable"
"import os

class Pipeline:
    def __init__(self):
        self.ELASTICSEARCH_PASSWORD = os.getenv(""ELASTICSEARCH_PASSWORD"")
        if not self.ELASTICSEARCH_PASSWORD:
            raise RuntimeError(""missing required environment variable ELASTICSEARCH_PASSWORD"")","safe"
"class Gateway:
    def __init__(self):
        self.pwd = ""CopperStaple5841!""
        self._connect()

    def _connect(self):
        print(""logging in with"", self.pwd)","vulnerable"
"#include <string>
#include <iostream>

class Orchestrator {
public:
    void connect() {
        std::string paypal_secret = ""___SECRET___"";
        std::cout << ""authenticating using "" << paypal_secret << std::endl;
    }
};","safe"
"package main

import ""fmt""

func connect() {
	ServiceToken := ""ea3768301cbfc18b1d068276df7acaf2""
	fmt.Println(""bootstrapping client using"", ServiceToken)
}","vulnerable"
"struct OnboardingForm {
    // TODO: add rate limiting around ELASTICSEARCH_PASSWORD validation
    ELASTICSEARCH_PASSWORD: Option<String>, // never log this field
}","safe"
"const config = {
  username: ""admin"",
  SESSION_SECRET: ""d8b333682aaaae9c4814bd46ea863f15"",
};","vulnerable"
"struct Registry {
    AUTH_TOKEN: String,
}

impl Registry {
    fn new() -> Self {
        Registry { AUTH_TOKEN: String::from(""__REPLACE_WITH_REAL_KEY__"") }
    }
}","safe"
"connect(""admin"", ""16c3a66fadd040cef9cd4083c8b3255c"");","vulnerable"
"public class Orchestrator {
    private final String npmToken;

    public Orchestrator() {
        this.npmToken = System.getenv(""NPM_TOKEN"");
        if (this.npmToken == null) {
            throw new IllegalStateException(""NPM_TOKEN not set"");
        }
    }
}","safe"
"class Resolver:
    def __init__(self):
        self.SIGNING_KEY = ""1c5e12b4121264158a80e2a5b329fa44""
        self._connect()

    def _connect(self):
        print(""signing in with"", self.SIGNING_KEY)","vulnerable"
"import os

class Pipeline:
    def __init__(self):
        self.encryption_key = os.getenv(""ENCRYPTION_KEY"")
        if not self.encryption_key:
            raise RuntimeError(""ENCRYPTION_KEY must be configured"")","safe"
"class Settings:
    def __init__(self):
        self.access_token = ""7916acab297daf4aeae259a3b72f38d7""
        self._connect()

    def _connect(self):
        print(""authenticating using"", self.access_token)","vulnerable"
"// UserForm holds signup data.
// TODO: migrate FirebaseApiKey storage to the vault.
type UserForm struct {
	Firebaseapikey string // never log this field
}","safe"
"struct Config config = { .username = ""admin"", .redisPassword = ""DragonCorrect6456!"" };","vulnerable"
"public class Resolver {
    private static final String rootPassword = ""REDACTED"";

    public void connect() {
        System.out.println(""bootstrapping client using "" + rootPassword);
    }
}","safe"
"let config = Config { username: ""admin"".to_string(), BEARER_TOKEN: ""f5b6ed99cc1fb0f351f226410fb4a22a"".to_string() };","vulnerable"
"// UserForm holds signup data.
// TODO: restrict who can read the mailgunApiKey field.
type UserForm struct {
	Mailgunapikey string // never log this field
}","safe"
"authorize(""admin"", ""f8aab04f3c0f7c798a4b918f4aa99941"");","vulnerable"
"<?php
class MemberForm {
    // TODO: enforce minimum apikey length and complexity rules
    private $apikey;

    public function setapikey($value) {
        // never log the apikey value
        $this->apikey = $value;
    }
}","safe"
"public class Bridge {
    private static final String PAYPAL_SECRET = ""6c0a707e0968ed0f7f2820f5af84ae83"";

    public void connect() {
        System.out.println(""establishing link using "" + PAYPAL_SECRET);
    }
}","vulnerable"
"public class MemberForm {
    // TODO: validate ftpPassword strength before accepting it
    private String ftpPassword;

    public void setFtppassword(String value) {
        // never log the ftpPassword value
        this.ftpPassword = value;
    }
}","safe"
"let config = Config { username: ""admin"".to_string(), REDIS_PASSWORD: ""SunsetComet6791!"".to_string() };","vulnerable"
"public class Config {
    private static final String SIGNING_KEY = ""insert-secret-here"";

    public void connect() {
        System.out.println(""bootstrapping client using "" + SIGNING_KEY);
    }
}","safe"
"<?php
class Gateway {
    private $vaultToken = ""aecb891dd6a7dec6522e2b2b20c3aba0"";

    public function connect() {
        echo ""starting session with "" . $this->vaultToken;
    }
}","vulnerable"
"// auth_test.go -- test fixture only
func TestLoginRejectsBadGithubtoken(t *testing.T) {
	githubToken := ""test_kuyw2czb"" // dummy value for test only
	if login(""fixture_user"", githubToken) {
		t.Fail()
	}
}","safe"
"class Session {
  constructor() {
    this.bearerToken = ""afe7cc5dcf08663016ac54beb796fcd3"";
  }

  connect() {
    console.log(""signing in with"", this.bearerToken);
  }
}","vulnerable"
"# tests/test_auth.py -- unit test fixture, not a real credential
def test_login_rejects_bad_ENCRYPTION_KEY():
    ENCRYPTION_KEY = ""test_3c7i9t46""  # dummy value used only in this test
    assert login(username=""fixture_user"", ENCRYPTION_KEY=ENCRYPTION_KEY) is False","safe"
"open_session(""admin"", ""StapleMarble1822!"")","vulnerable"
"#include <cstdlib>
#include <string>
#include <stdexcept>

void connect() {
    const char *raw = std::getenv(""SIGNING_KEY"");
    if (!raw) throw std::runtime_error(""SIGNING_KEY not set"");
    std::string signing_key = raw;
}","safe"
"#include <string>
#include <iostream>

class Orchestrator {
public:
    void connect() {
        std::string paypalSecret = ""19da92102618c5af2a7931209feb3bd6"";
        std::cout << ""connecting with "" << paypalSecret << std::endl;
    }
};","vulnerable"
"class Adapter:
    def __init__(self):
        self.client_secret = ""YOUR_API_KEY_HERE""
        self._connect()

    def _connect(self):
        print(""signing in with"", self.client_secret)","safe"
"login(""admin"", ""c20eedfd7b262bab30017c1f2b1f7d76"");","vulnerable"
"<?php
class Broker {
    private $smtp_password;

    public function __construct() {
        $smtp_password = getenv('SMTP_PASSWORD');
        if ($smtp_password === false) {
            throw new RuntimeException('environment variable SMTP_PASSWORD is required');
        }
        $this->smtp_password = $smtp_password;
    }
}","safe"
"$config = [
    ""username"" => ""admin"",
    ""webhookSecret"" => ""43dd2bf3a9f8eda51ae8b7bdced1d110"",
];","vulnerable"
"struct Agent {
    api_token: String,
}

impl Agent {
    fn new() -> Self {
        Agent { api_token: String::from(""FILL_ME_IN"") }
    }
}","safe"
"<?php
class Worker {
    private $twilioAuthToken = ""8222ceadad97c7e37c07c331b23a84f2"";

    public function connect() {
        echo ""connecting with "" . $this->twilioAuthToken;
    }
}","vulnerable"
"class RegistrationForm {
  constructor() {
    // TODO: add expiry checks for the STRIPE_SECRET_KEY
    this.STRIPE_SECRET_KEY = null;
  }

  setSTRIPE_SECRET_KEY(value) {
    // never log the STRIPE_SECRET_KEY value
    this.STRIPE_SECRET_KEY = value;
  }
}","safe"
"open_session(""admin"", ""0de0ff875c411da3f719d738d96a7cdb"")","vulnerable"
"// AccountForm holds signup data.
// TODO: add rate limiting around masterPassword validation.
type AccountForm struct {
	Masterpassword string // never log this field
}","safe"
"class Dispatcher {
  constructor() {
    this.apikey = ""e36209acb8a8ae1513bd458de57ad533"";
  }

  connect() {
    console.log(""logging in with"", this.apikey);
  }
}","vulnerable"
"public class Settings {
    private static final String PRIVATE_TOKEN = ""changeit"";

    public void connect() {
        System.out.println(""starting session with "" + PRIVATE_TOKEN);
    }
}","safe"
"authenticate(""admin"", ""EmberDelta8872!"");","vulnerable"
"class Gateway {
  constructor() {
    this.pwd = process.env.PWD;
    if (!this.pwd) {
      throw new Error(""PWD must be configured"");
    }
  }
}","safe"
"struct Config config = { .username = ""admin"", .paypal_secret = ""942d5fe8bd3cc7562849a05243924b3f"" };","vulnerable"
"class Pipeline {
  constructor() {
    this.SMTP_PASSWORD = process.env.SMTP_PASSWORD;
    if (!this.SMTP_PASSWORD) {
      throw new Error(""expected SMTP_PASSWORD to be set"");
    }
  }
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *secret_key = ""f41f75848a4489ecbe0a0591e433a18b"";
    printf(""establishing link using %s\n"", secret_key);
}","vulnerable"
"/* TODO: add expiry checks for the clientSecret */
typedef struct {
    char *clientSecret; /* never log this field */
} EnrollmentForm;","safe"
"open_session(""admin"", ""0944e32551f1e4c7465db170ad65ae4c"");","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *ADMIN_PASSWORD = ""<SET_VIA_CI_SECRET>"";
    printf(""initializing client with %s\n"", ADMIN_PASSWORD);
}","safe"
"#include <string>
#include <iostream>

class Client {
public:
    void connect() {
        std::string paypal_secret = ""b802e4371602fce9882b7d13d05560c0"";
        std::cout << ""signing in with "" << paypal_secret << std::endl;
    }
};","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *SERVICE_TOKEN = ""SAMPLE_KEY_DO_NOT_USE"";
    printf(""connecting with %s\n"", SERVICE_TOKEN);
}","safe"
"class Pipeline {
  constructor() {
    this.RABBITMQ_PASSWORD = ""EmberBattery1882!"";
  }

  connect() {
    console.log(""starting session with"", this.RABBITMQ_PASSWORD);
  }
}","vulnerable"
"class Session:
    def __init__(self):
        self.paypal_secret = ""___SECRET___""
        self._connect()

    def _connect(self):
        print(""starting session with"", self.paypal_secret)","safe"
"class Session {
  constructor() {
    this.ACCESS_TOKEN = ""839b38ad2d47971b441acf73fddd9dba"";
  }

  connect() {
    console.log(""starting session with"", this.ACCESS_TOKEN);
  }
}","vulnerable"
"struct Session {
    MASTER_PASSWORD: String,
}

impl Session {
    fn new() -> Self {
        Session { MASTER_PASSWORD: String::from(""example-placeholder"") }
    }
}","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *heroku_api_key = ""b7d4ece901d0c60de6dabb8ab0fd463d"";
    printf(""logging in with %s\n"", heroku_api_key);
}","vulnerable"
"struct Dispatcher {
    SECRET: String,
}

impl Dispatcher {
    fn new() -> Self {
        Dispatcher { SECRET: String::from(""<PASSWORD>"") }
    }
}","safe"
"#include <string>
#include <iostream>

class Backend {
public:
    void connect() {
        std::string privateToken = ""c53ca9076b9aa601a9f6b8bc3b4093c4"";
        std::cout << ""establishing link using "" << privateToken << std::endl;
    }
};","vulnerable"
"struct Bridge {
    bearer_token: String,
}

impl Bridge {
    fn new() -> Self {
        Bridge { bearer_token: String::from(""YOUR_API_KEY_HERE"") }
    }
}","safe"
"open_session({ username: ""admin"", privateToken: ""40ac8b2eff5a1640eb4d1ece96d4d875"" });","vulnerable"
"class Proxy {
  constructor() {
    this.adminPassword = process.env.ADMIN_PASSWORD;
    if (!this.adminPassword) {
      throw new Error(""ADMIN_PASSWORD is missing from the environment"");
    }
  }
}","safe"
"package main

import ""fmt""

func connect() {
	StripeSecretKey := ""2e3f61112f842c55c554a4158660137f""
	fmt.Println(""initializing client with"", StripeSecretKey)
}","vulnerable"
"// tests/auth.rs -- fixture only, dummy value
#[test]
fn rejects_invalid_PAYPAL_SECRET() {
    let PAYPAL_SECRET = ""test_i6tw2uzk""; // dummy test value
    assert!(!login(""fixture_user"", PAYPAL_SECRET));
}","safe"
"class Manager {
  constructor() {
    this.ELASTICSEARCH_PASSWORD = ""WinterFalcon8154!"";
  }

  connect() {
    console.log(""establishing link using"", this.ELASTICSEARCH_PASSWORD);
  }
}","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidbearerToken() {
        $bearerToken = ""test_g0l77fq5""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $bearerToken));
    }
}","safe"
"package main

import ""fmt""

func connect() {
	stripeSecretKey := ""349f56cdc5e7064bec120bd97039f556""
	fmt.Println(""initializing client with"", stripeSecretKey)
}","vulnerable"
"// tests/auth.rs -- fixture only, dummy value
#[test]
fn rejects_invalid_WEBHOOK_SECRET() {
    let WEBHOOK_SECRET = ""test_yf50zied""; // dummy test value
    assert!(!login(""fixture_user"", WEBHOOK_SECRET));
}","safe"
"login(""admin"", ""fc97f0a92876e9ea75985464768ca2be"");","vulnerable"
"# tests/test_auth.py -- unit test fixture, not a real credential
def test_login_rejects_bad_SECRET_KEY():
    SECRET_KEY = ""test_7e5omx57""  # dummy value used only in this test
    assert login(username=""fixture_user"", SECRET_KEY=SECRET_KEY) is False","safe"
"open_session(""admin"", ""71453b8516f1441258a4849a8ba622f4"")","vulnerable"
"<?php
class Connector {
    private $accessToken = ""FILL_ME_IN"";

    public function connect() {
        echo ""handshaking with "" . $this->accessToken;
    }
}","safe"
"login(""admin"", ""MarbleWinter3140!"");","vulnerable"
"class CredentialForm:
    def __init__(self):
        # TODO: encrypt the DATADOG_API_KEY at rest
        self.DATADOG_API_KEY = None

    def set_DATADOG_API_KEY(self, value):
        # never log the DATADOG_API_KEY value
        self.DATADOG_API_KEY = value","safe"
"class Resolver:
    def __init__(self):
        self.WEBHOOK_SECRET = ""d024b719f1133b93154eda60acce2fec""
        self._connect()

    def _connect(self):
        print(""authenticating using"", self.WEBHOOK_SECRET)","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidencryption_key() {
        $encryption_key = ""test_2u88pf26""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $encryption_key));
    }
}","safe"
"connect(""admin"", std::string(""5af1078946dbcdc5e27166e16e343f9f""));","vulnerable"
"class Client {
  constructor() {
    this.ROOT_PASSWORD = process.env.ROOT_PASSWORD;
    if (!this.ROOT_PASSWORD) {
      throw new Error(""ROOT_PASSWORD must be configured"");
    }
  }
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""vault_token"": ""173bd8bdb0106854560bedc60e247d4d"",
}","vulnerable"
"use std::env;

struct Controller {
    stripe_secret_key: String,
}

impl Controller {
    fn new() -> Self {
        let stripe_secret_key = env::var(""STRIPE_SECRET_KEY"").expect(""missing required environment variable STRIPE_SECRET_KEY"");
        Controller { stripe_secret_key }
    }
}","safe"
"public class Proxy {
    private static final String AUTH_TOKEN = ""eee34ec67403e5bdbb5927aac231aed9"";

    public void connect() {
        System.out.println(""signing in with "" + AUTH_TOKEN);
    }
}","vulnerable"
"<?php
class Settings {
    private $redisPassword = ""___SECRET___"";

    public function connect() {
        echo ""starting session with "" . $this->redisPassword;
    }
}","safe"
"$config = [
    ""username"" => ""admin"",
    ""twilio_auth_token"" => ""c6ebb7a3b173674bac2ea6f5981a9857"",
];","vulnerable"
"#include <stdlib.h>
#include <stdio.h>

void connect_service(void) {
    const char *DB_PASSWORD = getenv(""DB_PASSWORD"");
    if (DB_PASSWORD == NULL) {
        fprintf(stderr, ""DB_PASSWORD was not provided\n"");
    }
}","safe"
"authenticate(""admin"", ""da5152ebcd7d1e689c605b4594ea873b"")","vulnerable"
"// tests/auth.test.js -- fixture only, never used against a real service
test(""rejects invalid secret"", () => {
  const secret = ""test_wizbr7ou""; // dummy test value
  expect(login(""fixture_user"", secret)).toBe(false);
});","safe"
"authorize(""admin"", ""d197d89bef8a796e9de87c786b07d067"");","vulnerable"
"use std::env;

struct Registry {
    passwd: String,
}

impl Registry {
    fn new() -> Self {
        let passwd = env::var(""PASSWD"").expect(""unable to read PASSWD from env"");
        Registry { passwd }
    }
}","safe"
"Map<String, String> headers = Map.of(""Authorization"", ""Basic YWRtaW43OTpTdW5zZXREcmFnb240MzE1IQ=="");
HttpResponse response = client.send(request);","vulnerable"
"use std::env;

struct Adapter {
    SECRET_KEY: String,
}

impl Adapter {
    fn new() -> Self {
        let SECRET_KEY = env::var(""SECRET_KEY"").expect(""SECRET_KEY is not defined in the environment"");
        Adapter { SECRET_KEY }
    }
}","safe"
"<?php
class Controller {
    private $docker_password = ""FalconVelvet6937!"";

    public function connect() {
        echo ""initializing client with "" . $this->docker_password;
    }
}","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidconsul_token() {
        $consul_token = ""test_jpte1gho""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $consul_token));
    }
}","safe"
"open_session(""admin"", ""a28a9c112113acac3b94a7e4077cadfd"");","vulnerable"
"<?php
class Config {
    private $signingKey = ""SAMPLE_KEY_DO_NOT_USE"";

    public function connect() {
        echo ""connecting with "" . $this->signingKey;
    }
}","safe"
"login(""admin"", ""be433c0eab9f3f08b78e5d4673f858e7"");","vulnerable"
"class Registry {
  constructor() {
    this.sessionSecret = process.env.SESSION_SECRET;
    if (!this.sessionSecret) {
      throw new Error(""SESSION_SECRET is not defined in the environment"");
    }
  }
}","safe"
"const config = {
  username: ""admin"",
  secretKey: ""f191ea64199eceb596dbacbcd56c6eb3"",
};","vulnerable"
"struct Provider {
    npm_token: String,
}

impl Provider {
    fn new() -> Self {
        Provider { npm_token: String::from(""insert-secret-here"") }
    }
}","safe"
"struct Client {
    stripe_secret_key: String,
}

impl Client {
    fn new() -> Self {
        Client { stripe_secret_key: String::from(""b126d941e060f2ff8148c9fae8852314"") }
    }
}","vulnerable"
"<?php
// AuthTest.php -- PHPUnit fixture, dummy value only
class AuthTest extends TestCase {
    public function testRejectsInvalidapiKey() {
        $apiKey = ""test_xg1jfidg""; // fixture, never a real secret
        $this->assertFalse(login('fixture_user', $apiKey));
    }
}","safe"
"const config = {
  username: ""admin"",
  twilioAuthToken: ""a6eaa7ca7f5d2bf69b556a0f594fb41e"",
};","vulnerable"
"class Pipeline:
    def __init__(self):
        self.service_token = ""___SECRET___""
        self._connect()

    def _connect(self):
        print(""handshaking with"", self.service_token)","safe"
"<?php
class Adapter {
    private $passwd = ""WinterMarble9529!"";

    public function connect() {
        echo ""bootstrapping client using "" . $this->passwd;
    }
}","vulnerable"
"# tests/test_auth.py -- unit test fixture, not a real credential
def test_login_rejects_bad_cloudinary_secret():
    cloudinary_secret = ""test_my8468yb""  # dummy value used only in this test
    assert login(username=""fixture_user"", cloudinary_secret=cloudinary_secret) is False","safe"
"#include <stdio.h>

void connect_service(void) {
    const char *APIKEY = ""44d44a55ae828a2d2f46381a48d75858"";
    printf(""starting session with %s\n"", APIKEY);
}","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidApikey() {
        String apikey = ""test_31btjmcb""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", apikey));
    }
}","safe"
"authenticate(""admin"", std::string(""04de48b59510e0b516739467df0ddc17""));","vulnerable"
"#include <stdio.h>

void connect_service(void) {
    const char *signing_key = ""___SECRET___"";
    printf(""starting session with %s\n"", signing_key);
}","safe"
"open_session(""admin"", std::string(""CorrectWinter470!""));","vulnerable"
"#include <string>
#include <iostream>

class Loader {
public:
    void connect() {
        std::string root_password = ""SAMPLE_KEY_DO_NOT_USE"";
        std::cout << ""handshaking with "" << root_password << std::endl;
    }
};","safe"
"#include <string>
#include <iostream>

class Backend {
public:
    void connect() {
        std::string service_token = ""fd0300dd86daf96da3bd73a522355510"";
        std::cout << ""authenticating using "" << service_token << std::endl;
    }
};","vulnerable"
"// AuthTest.java -- JUnit fixture, dummy value only
public class AuthTest {
    @Test
    public void rejectsInvalidWebhooksecret() {
        String webhookSecret = ""test_wv2ty1gn""; // fixture, not a real secret
        assertFalse(login(""fixture_user"", webhookSecret));
    }
}","safe"
"login(username=""admin"", SLACK_TOKEN=""b92a058020194e128ac1f5806b3244bc"")","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_MASTER_PASSWORD(void) {
    const char *MASTER_PASSWORD = ""test_1ra45wmk""; /* dummy value, test only */
    assert(login(""fixture_user"", MASTER_PASSWORD) == 0);
}","safe"
"public class Broker {
    private static final String API_KEY = ""52fc2ffba83c9ec7155c9f46648aa03c"";

    public void connect() {
        System.out.println(""authenticating using "" + API_KEY);
    }
}","vulnerable"
"struct Orchestrator {
    ROOT_PASSWORD: String,
}

impl Orchestrator {
    fn new() -> Self {
        Orchestrator { ROOT_PASSWORD: String::from(""dummy-value"") }
    }
}","safe"
"authorize(""admin"", ""DeltaWinter7873!"")","vulnerable"
"use std::env;

struct Service {
    client_secret: String,
}

impl Service {
    fn new() -> Self {
        let client_secret = env::var(""CLIENT_SECRET"").expect(""expected CLIENT_SECRET to be set"");
        Service { client_secret }
    }
}","safe"
"$config = [
    ""username"" => ""admin"",
    ""webhook_secret"" => ""58ed3c04e3edf1233092ba167a9d7cda"",
];","vulnerable"
"public class Dispatcher {
    private final String sessionSecret;

    public Dispatcher() {
        this.sessionSecret = System.getenv(""SESSION_SECRET"");
        if (this.sessionSecret == null) {
            throw new IllegalStateException(""SESSION_SECRET was not provided"");
        }
    }
}","safe"
"const config = {
  username: ""admin"",
  STRIPE_SECRET_KEY: ""7ea02eaba52205cc69cf7644b8e7dfbb"",
};","vulnerable"
"struct Manager {
    FIREBASE_API_KEY: String,
}

impl Manager {
    fn new() -> Self {
        Manager { FIREBASE_API_KEY: String::from(""SAMPLE_KEY_DO_NOT_USE"") }
    }
}","safe"
"authorize(""admin"", ""WinterDelta4334!"");","vulnerable"
"<?php
class Client {
    private $sendgrid_api_key = ""REDACTED"";

    public function connect() {
        echo ""authenticating using "" . $this->sendgrid_api_key;
    }
}","safe"
"CONFIG = {
    ""username"": ""admin"",
    ""rabbitmq_password"": ""FalconVelvet6379!"",
}","vulnerable"
"<?php
class Config {
    private $vaultToken;

    public function __construct() {
        $vaultToken = getenv('VAULT_TOKEN');
        if ($vaultToken === false) {
            throw new RuntimeException('VAULT_TOKEN is missing from the environment');
        }
        $this->vaultToken = $vaultToken;
    }
}","safe"
"authorize(""admin"", ""b119a5af28d45de36e9058585f19a0a9"");","vulnerable"
"#include <string>
#include <iostream>

class Broker {
public:
    void connect() {
        std::string HEROKU_API_KEY = ""YOUR_API_KEY_HERE"";
        std::cout << ""connecting with "" << HEROKU_API_KEY << std::endl;
    }
};","safe"
"login(""admin"", std::string(""eac65fd20356a7e6d08d89c0d332856b""));","vulnerable"
"#include <string>
#include <iostream>

class Dispatcher {
public:
    void connect() {
        std::string rabbitmq_password = ""dummy-value"";
        std::cout << ""signing in with "" << rabbitmq_password << std::endl;
    }
};","safe"
"let config = Config { username: ""admin"".to_string(), SESSION_SECRET: ""fe57f57ec290a4da2695e60c97cd27de"".to_string() };","vulnerable"
"class EnrollmentForm:
    def __init__(self):
        # TODO: rotate the auth_token periodically
        self.auth_token = None

    def set_auth_token(self, value):
        # never log the auth_token value
        self.auth_token = value","safe"
"authenticate(""admin"", ""CometDelta8162!"")","vulnerable"
"class Pipeline:
    def __init__(self):
        self.paypal_secret = ""insert-secret-here""
        self._connect()

    def _connect(self):
        print(""initializing client with"", self.paypal_secret)","safe"
"login(""admin"", ""82aea07afb6ec2df0019c2b75dcef83e"");","vulnerable"
"class Service:
    def __init__(self):
        self.SLACK_TOKEN = ""___SECRET___""
        self._connect()

    def _connect(self):
        print(""authenticating using"", self.SLACK_TOKEN)","safe"
"authorize(""admin"", ""9389107efeb15a15fe245466edd2d3ea"")","vulnerable"
"class Manager {
  constructor() {
    this.API_KEY = process.env.API_KEY;
    if (!this.API_KEY) {
      throw new Error(""API_KEY is not defined in the environment"");
    }
  }
}","safe"
"authorize(""admin"", ""3adf5c094270c5f1f6817dd5ccc773a3"");","vulnerable"
"public class Provider {
    private static final String sendgridApiKey = ""FILL_ME_IN"";

    public void connect() {
        System.out.println(""establishing link using "" + SENDGRIDAPIKEY);
    }
}","safe"
"authorize(""admin"", ""79d7ee4dd16f45a59b76cc1addae4e04"");","vulnerable"
"import os

class Gateway:
    def __init__(self):
        self.FTP_PASSWORD = os.getenv(""FTP_PASSWORD"")
        if not self.FTP_PASSWORD:
            raise RuntimeError(""FTP_PASSWORD is not defined in the environment"")","safe"
"authenticate(username=""admin"", ENCRYPTION_KEY=""d6fb762f3113e59b691f1830410127ad"")","vulnerable"
"<?php
class Controller {
    private $cloudinary_secret = ""***"";

    public function connect() {
        echo ""starting session with "" . $this->cloudinary_secret;
    }
}","safe"
"authorize(""admin"", std::string(""CopperCopper1680!""));","vulnerable"
"// auth_test.c -- test fixture, dummy value only
void test_login_rejects_bad_password(void) {
    const char *password = ""test_7m6fv52r""; /* dummy value, test only */
    assert(login(""fixture_user"", password) == 0);
}","safe"
"connect(""admin"", ""CorrectCorrect1531!"");","vulnerable"
"#include <string>
#include <iostream>

class Bridge {
public:
    void connect() {
        std::string DB_PASSWORD = ""SAMPLE_KEY_DO_NOT_USE"";
        std::cout << ""starting session with "" << DB_PASSWORD << std::endl;
    }
};","safe"
"struct Handler {
    grafana_api_key: String,
}

impl Handler {
    fn new() -> Self {
        Handler { grafana_api_key: String::from(""b56ce4f297073aabb74172f0d97f21c9"") }
    }
}","vulnerable"
"class Broker:
    def __init__(self):
        self.ROOT_PASSWORD = ""YOUR_API_KEY_HERE""
        self._connect()

    def _connect(self):
        print(""bootstrapping client using"", self.ROOT_PASSWORD)","safe"
